family,code,label
delta,20121002,"Infrastructure / Public Venues Infrastructure / Open Facility"
delta,20121003,"Infrastructure / Public Venues Infrastructure / Recreational Area"
delta,20121004,"Infrastructure / Public Venues Infrastructure / Religious Institution"
delta,20121100,"Infrastructure / Special Needs Infrastructure"
delta,20121101,"Infrastructure / Special Needs Infrastructure / Adult Day Care"
delta,20121102,"Infrastructure / Special Needs Infrastructure / Child Day Care"
delta,20121103,"Infrastructure / Special Needs Infrastructure / Elder Care"
delta,20121200,"Infrastructure / Telecommunications Infrastructure"
delta,20121201,"Infrastructure / Telecommunications Infrastructure / Broadcast Transmitter Antennae"
delta,20121202,"Infrastructure / Telecommunications Infrastructure / Telecommunications"
delta,20121203,"Infrastructure / Telecommunications Infrastructure / Telecommunications Tower"
delta,20121300,"Infrastructure / Transportation Infrastructure"
delta,20121301,"Infrastructure / Transportation Infrastructure / Airport/Air Base"
delta,20121302,"Infrastructure / Transportation Infrastructure / Air Traffic Control Facility"
delta,20121303,"Infrastructure / Transportation Infrastructure / Bus Station"
delta,20121304,"Infrastructure / Transportation Infrastructure / Ferry Terminal"
delta,20121305,"Infrastructure / Transportation Infrastructure / Helicopter Landing Site"
delta,20121306,"Infrastructure / Transportation Infrastructure / Maintenance Facility"
delta,20121307,"Infrastructure / Transportation Infrastructure / Railhead/Railroad Station"
delta,20121308,"Infrastructure / Transportation Infrastructure / Rest Stop"
delta,20121309,"Infrastructure / Transportation Infrastructure / Sea Port/Naval Base"
delta,20121310,"Infrastructure / Transportation Infrastructure / Ship Yard"
delta,20121311,"Infrastructure / Transportation Infrastructure / Toll Facility"
delta,20121312,"Infrastructure / Transportation Infrastructure / Traffic Inspection Facility"
delta,20121313,"Infrastructure / Transportation Infrastructure / Tunnel"
delta,20121400,"Infrastructure / Water Supply Infrastructure"
delta,20121401,"Infrastructure / Water Supply Infrastructure / Control Valve"
delta,20121402,"Infrastructure / Water Supply Infrastructure / Dam"
delta,20121403,"Infrastructure / Water Supply Infrastructure / Discharge Outfall"
delta,20121404,"Infrastructure / Water Supply Infrastructure / Ground Water Well"
delta,20121405,"Infrastructure / Water Supply Infrastructure / Pumping Station"
delta,20121406,"Infrastructure / Water Supply Infrastructure / Reservoir"
delta,20121407,"Infrastructure / Water Supply Infrastructure / Storage Tower"
delta,20121408,"Infrastructure / Water Supply Infrastructure / Surface Water Intake"
delta,20121409,"Infrastructure / Water Supply Infrastructure / Wastewater Treatment Facility"
delta,20121410,"Infrastructure / Water Supply Infrastructure / Water"
delta,20121411,"Infrastructure / Water Supply Infrastructure / Water Treatment"
delta,10110000,"Command and Control"
delta,10110100,"Command and Control / Broadcast Transmitter Antennae"
delta,10110200,"Command and Control / Civil Affairs"
delta,10110300,"Command and Control / Civil-Military Cooperation"
delta,10110400,"Command and Control / Information Operations"
delta,10110500,"Command and Control / Liaison"
delta,10110600,"Command and Control / Military Information Support Operations (MISO)"
delta,10110601,"Command and Control / Military Information Support Operations (MISO) / Broadcast Transmitter Antennae"
delta,10110700,"Command and Control / Radio"
delta,10110800,"Command and Control / Radio Relay"
delta,10110900,"Command and Control / Radio Teletype Center"
delta,10111000,"Command and Control / Signal"
delta,10111001,"Command and Control / Signal / Radio"
delta,10111002,"Command and Control / Signal / Radio Relay"
delta,10111003,"Command and Control / Signal / Teletype"
delta,10111004,"Command and Control / Signal / Tactical Satellite"
delta,10111005,"Command and Control / Signal / Video Imagery (Combat Camera)"
delta,10111100,"Command and Control / Tactical Satellite"
delta,10111200,"Command and Control / Video Imagery (Combat Camera)"
delta,10120000,"Movement and Maneuver"
delta,10120100,"Movement and Maneuver / Air Assault with Organic Lift"
delta,10120200,"Movement and Maneuver / Air Traffic Services/Airfield Operations"
delta,10120300,"Movement and Maneuver / Amphibious"
delta,10120400,"Movement and Maneuver / Antitank/Antiarmor"
delta,10120401,"Movement and Maneuver / Antitank/Antiarmor / Armored"
delta,10120402,"Movement and Maneuver / Antitank/Antiarmor / Motorized"
delta,10120500,"Movement and Maneuver / Armor/Armored/Mechanized/Self-Propelled/Tracked"
delta,10120501,"Movement and Maneuver / Armor/Armored/Mechanized/Self-Propelled/Tracked / Reconnaissance/Cavalry/Scout"
delta,10120502,"Movement and Maneuver / Armor/Armored/Mechanized/Self-Propelled/Tracked / Amphibious"
delta,10120600,"Movement and Maneuver / Army Aviation/Aviation Rotary Wing"
delta,10120601,"Movement and Maneuver / Army Aviation/Aviation Rotary Wing / Reconnaissance"
delta,10120700,"Movement and Maneuver / Aviation Composite"
delta,10120800,"Movement and Maneuver / Aviation Fixed Wing"
delta,10120801,"Movement and Maneuver / Aviation Fixed Wing / Reconnaissance"
delta,10120900,"Movement and Maneuver / Combat"
delta,10121000,"Movement and Maneuver / Combined Arms"
delta,10121100,"Movement and Maneuver / Infantry"
delta,10121101,"Movement and Maneuver / Infantry / Amphibious"
delta,10121102,"Movement and Maneuver / Infantry / Armored/Mechanized/Tracked"
delta,10121103,"Movement and Maneuver / Infantry / Main Gun System"
delta,10121104,"Movement and Maneuver / Infantry / Motorized"
delta,10121105,"Movement and Maneuver / Infantry / Infantry Fighting Vehicle"
delta,10121200,"Movement and Maneuver / Observer"
delta,10121300,"Movement and Maneuver / Reconnaissance/Cavalry/Scout"
delta,10121301,"Movement and Maneuver / Reconnaissance/Cavalry/Scout / Reconnaissance and Surveillance"
delta,10121302,"Movement and Maneuver / Reconnaissance/Cavalry/Scout / Marine"
delta,10121303,"Movement and Maneuver / Reconnaissance/Cavalry/Scout / Motorized"
delta,10121400,"Movement and Maneuver / Sea Air Land (SEAL)"
delta,10121500,"Movement and Maneuver / Sniper"
delta,10121600,"Movement and Maneuver / Surveillance"
delta,10121700,"Movement and Maneuver / Special Forces"
delta,10121800,"Movement and Maneuver / Special Operations Forces (SOF)"
delta,10121801,"Movement and Maneuver / Special Operations Forces (SOF) / Fixed Wing MISO"
delta,10121802,"Movement and Maneuver / Special Operations Forces (SOF) / Ground"
delta,10121803,"Movement and Maneuver / Special Operations Forces (SOF) / Special Boat"
delta,10121804,"Movement and Maneuver / Special Operations Forces (SOF) / Special SSNR"
delta,10121805,"Movement and Maneuver / Special Operations Forces (SOF) / Underwater Demolition Team"
delta,10121900,"Movement and Maneuver / Unmanned Aerial Systems"
delta,10130000,"Fires"
delta,10130100,"Fires / Air Defense"
delta,10130101,"Fires / Air Defense / Main Gun System"
delta,10130102,"Fires / Air Defense / Missile"
delta,10130200,"Fires / Air/Land Naval Gunfire Liaison"
delta,10130300,"Fires / Field Artillery"
delta,10130301,"Fires / Field Artillery / Self-propelled"
delta,10130302,"Fires / Field Artillery / Target Acquisition"
delta,10130400,"Fires / Field Artillery Observer"
delta,10130500,"Fires / Joint Fire Support"
delta,10130600,"Fires / Meteorological"
delta,10130700,"Fires / Missile"
delta,10130800,"Fires / Mortar"
delta,10130801,"Fires / Mortar / Armored/Mechanized/Tracked"
delta,10130802,"Fires / Mortar / Self-Propelled Wheeled"
delta,10130803,"Fires / Mortar / Towed"
delta,10130900,"Fires / Survey"
delta,10140000,"Protection"
delta,10140100,"Protection / Chemical Biological Radiological Nuclear Defense"
delta,10140101,"Protection / Chemical Biological Radiological Nuclear Defense / Mechanized"
delta,10140102,"Protection / Chemical Biological Radiological Nuclear Defense / Motorized"
delta,10140103,"Protection / Chemical Biological Radiological Nuclear Defense / Reconnaissance"
delta,10140104,"Protection / Chemical Biological Radiological Nuclear Defense / Reconnaissance Armored"
delta,10140105,"Protection / Chemical Biological Radiological Nuclear Defense / Reconnaissance Equipped"
delta,10140200,"Protection / Combat Support (Maneuver Enhancement)"
delta,10140300,"Protection / Criminal Investigation Division"
delta,10140400,"Protection / Diving"
delta,10140500,"Protection / Dog"
delta,10140600,"Protection / Drilling"
delta,10140700,"Protection / Engineer"
delta,10140701,"Protection / Engineer / Mechanized"
delta,10140702,"Protection / Engineer / Motorized"
delta,10140703,"Protection / Engineer / Reconnaissance"
delta,10140800,"Protection / Explosive Ordnance Disposal (EOD)"
delta,10140900,"Protection / Field Camp Construction"
delta,10141000,"Protection / Fire Fighting/Fire Protection"
delta,10141100,"Protection / Geospatial Support/Geospatial Information Support"
delta,10141200,"Protection / Military Police"
delta,10141300,"Protection / Mine"
delta,10141400,"Protection / Mine Clearing"
delta,10141500,"Protection / Mine Launching"
delta,10141600,"Protection / Mine Laying"
delta,10141700,"Protection / Security"
delta,10141701,"Protection / Security / Mechanized"
delta,10141702,"Protection / Security / Motorized"
delta,10141800,"Protection / Search and Rescue"
delta,10141900,"Protection / Security Police (Air)"
delta,10142000,"Protection / Shore Patrol"
delta,10142100,"Protection / Topographic"
delta,10150000,"Intelligence"
delta,10150100,"Intelligence / Analysis"
delta,10150200,"Intelligence / Counterintelligence"
delta,10150300,"Intelligence / Direction Finding"
delta,10150400,"Intelligence / Electronic Ranging"
delta,10150500,"Intelligence / Electronic Warfare"
delta,10150501,"Intelligence / Electronic Warfare / Analysis"
delta,10150502,"Intelligence / Electronic Warfare / Direction Finding"
delta,10150503,"Intelligence / Electronic Warfare / Intercept"
delta,10150504,"Intelligence / Electronic Warfare / Jamming"
delta,10150505,"Intelligence / Electronic Warfare / Search"
delta,10150600,"Intelligence / Intercept (Search and Recording)"
delta,10150700,"Intelligence / Interrogation"
delta,10150800,"Intelligence / Jamming"
delta,10150900,"Intelligence / Joint Intelligence Center"
delta,10151000,"Intelligence / Military Intelligence"
delta,10151100,"Intelligence / Search"
delta,10151200,"Intelligence / Sensor"
delta,10160000,"Sustainment"
delta,10160100,"Sustainment / Administrative"
delta,10160200,"Sustainment / All Classes of Supply"
delta,10160300,"Sustainment / Airport of Debarkation/Airport of Embarkation"
delta,10160400,"Sustainment / Ammunition"
delta,10160500,"Sustainment / Band"
delta,10160600,"Sustainment / Combat Service Support"
delta,10160700,"Sustainment / Finance"
delta,10160800,"Sustainment / Judge Advocate General"
delta,10160900,"Sustainment / Labor"
delta,10161000,"Sustainment / Laundry/Bath"
delta,10161100,"Sustainment / Maintenance"
delta,10161200,"Sustainment / Material"
delta,10161300,"Sustainment / Medical"
delta,10161400,"Sustainment / Medical Treatment Facility"
delta,10161500,"Sustainment / Morale Welfare and Recreation"
delta,10161600,"Sustainment / Mortuary Affairs/Graves Registration"
delta,10161700,"Sustainment / Multiple Classes of Supply"
delta,10161800,"Sustainment / NATO Supply Class I"
delta,10161900,"Sustainment / NATO Supply Class II"
delta,10162000,"Sustainment / NATO Supply Class III"
delta,10162100,"Sustainment / NATO Supply Class IV"
delta,10162200,"Sustainment / NATO Supply Class V"
delta,10162300,"Sustainment / Ordnance"
delta,10162400,"Sustainment / Personnel Services"
delta,10162500,"Sustainment / Petroleum Oil and Lubricants"
delta,10162600,"Sustainment / Pipeline"
delta,10162700,"Sustainment / Postal"
delta,10162800,"Sustainment / Public Affairs/Public Information"
delta,10162900,"Sustainment / Quartermaster"
delta,10163000,"Sustainment / Railhead"
delta,10163100,"Sustainment / Religious Support"
delta,10163200,"Sustainment / Replacement Holding Unit"
delta,10163300,"Sustainment / Sea Port of Debarkation/Sea Port of Embarkation"
delta,10163400,"Sustainment / Supply"
delta,10163500,"Sustainment / Joint Information Bureau"
delta,10163600,"Sustainment / Transportation"
delta,10163700,"Sustainment / US Supply Class I"
delta,10163800,"Sustainment / US Supply Class II"
delta,10163900,"Sustainment / US Supply Class III"
delta,10164000,"Sustainment / US Supply Class IV"
delta,10164100,"Sustainment / US Supply Class V"
delta,10164200,"Sustainment / US Supply Class VI"
delta,10164300,"Sustainment / US Supply Class VII"
delta,10164400,"Sustainment / US Supply Class VIII"
delta,10164500,"Sustainment / US Supply Class IX"
delta,10164600,"Sustainment / US Supply Class X"
delta,10164700,"Sustainment / Water"
delta,10164800,"Sustainment / Water Purification"
delta,10164900,"Sustainment / Broadcast"
delta,10170000,"Naval"
delta,10170100,"Naval / Naval"
delta,10180000,"Named Headquarters"
delta,10180100,"Named Headquarters / Allied Command Europe Rapid Reaction Corps (ARRC)"
delta,10180200,"Named Headquarters / Allied Command Operations"
delta,10180300,"Named Headquarters / International Security Assistance Force (ISAF)"
delta,10180400,"Named Headquarters / Multinational (MN)"
delta,10190000,"Emergency Operation"
delta,10200000,"Law Enforcement"
delta,10200100,"Law Enforcement / Bureau of Alcohol Tobacco Firearms and Explosives (ATF) (Department of Justice)"
delta,10200200,"Law Enforcement / Border Patrol"
delta,10200300,"Law Enforcement / Customs Service"
delta,10200400,"Law Enforcement / Drug Enforcement Administration (DEA)"
delta,10200500,"Law Enforcement / Department of Justice (DOJ)"
delta,10200600,"Law Enforcement / Federal Bureau of Investigation (FBI)"
delta,10200700,"Law Enforcement / Police"
delta,10200800,"Law Enforcement / Prison"
delta,10200900,"Law Enforcement / United States Secret Service (USSS)"
delta,10201000,"Law Enforcement / Transportation Security Administration (TSA)"
delta,10201100,"Law Enforcement / Coast Guard"
delta,10201200,"Law Enforcement / US Marshals Service"
delta,10201300,"Law Enforcement / Internal Security Force"
delta,47110000,"Space"
delta,36110000,"Sea Mine-General"
delta,36110100,"Sea Mine-General / Sea Mine-Bottom"
delta,36110200,"Sea Mine-General / Sea Mine-Moored"
delta,36110300,"Sea Mine-General / Sea Mine-Floating"
delta,36110400,"Sea Mine-General / Sea Mine-Rising"
delta,36110500,"Sea Mine-General / Sea Mine-Other Position"
delta,36110600,"Sea Mine-General / Kingfisher"
delta,36110700,"Sea Mine-General / Small Object-Mine-Like"
delta,36110800,"Sea Mine-General / Exercise Mine-General"
delta,36110801,"Sea Mine-General / Exercise Mine-General / Exercise Mine-Bottom"
delta,36110802,"Sea Mine-General / Exercise Mine-General / Exercise Mine-Moored"
delta,36110803,"Sea Mine-General / Exercise Mine-General / Exercise Mine-Floating"
delta,36110804,"Sea Mine-General / Exercise Mine-General / Exercise Mine-Rising"
delta,36110900,"Sea Mine-General / Neutralized Mine-General"
delta,36110901,"Sea Mine-General / Neutralized Mine-General / Neutralized Mine-Bottom"
delta,36110902,"Sea Mine-General / Neutralized Mine-General / Neutralized Mine-Moored"
delta,36110903,"Sea Mine-General / Neutralized Mine-General / Neutralized Mine-Floating"
delta,36110904,"Sea Mine-General / Neutralized Mine-General / Neutralized Mine-Rising"
delta,36110905,"Sea Mine-General / Neutralized Mine-General / Neutralized Mine-Other Position"
delta,36120000,"Unexploded Ordnance"
delta,36130000,"Sea Mine Decoy"
delta,36130100,"Sea Mine Decoy / Sea Mine Decoy-Bottom"
delta,36130200,"Sea Mine Decoy / Sea Mine Decoy-Moored"
delta,36140000,"Mine-Like Contact (MILCO)"
delta,36140100,"Mine-Like Contact (MILCO) / MILCO - General"
delta,36140101,"Mine-Like Contact (MILCO) / MILCO - General / MILCO - General-Confidence-Level 1"
delta,36140102,"Mine-Like Contact (MILCO) / MILCO - General / MILCO - General-Confidence-Level 2"
delta,36140103,"Mine-Like Contact (MILCO) / MILCO - General / MILCO - General-Confidence-Level 3"
delta,36140104,"Mine-Like Contact (MILCO) / MILCO - General / MILCO - General-Confidence-Level 4"
delta,36140105,"Mine-Like Contact (MILCO) / MILCO - General / MILCO - General-Confidence-Level 5"
delta,36140200,"Mine-Like Contact (MILCO) / MILCO - Bottom"
delta,36140201,"Mine-Like Contact (MILCO) / MILCO - Bottom / MILCO - Bottom-Confidence-Level 1"
delta,36140202,"Mine-Like Contact (MILCO) / MILCO - Bottom / MILCO - Bottom-Confidence-Level 2"
delta,36140203,"Mine-Like Contact (MILCO) / MILCO - Bottom / MILCO - Bottom-Confidence-Level 3"
delta,36140204,"Mine-Like Contact (MILCO) / MILCO - Bottom / MILCO - Bottom-Confidence-Level 4"
delta,36140205,"Mine-Like Contact (MILCO) / MILCO - Bottom / MILCO - Bottom-Confidence-Level 5"
delta,36140300,"Mine-Like Contact (MILCO) / MILCO - Moored"
delta,36140301,"Mine-Like Contact (MILCO) / MILCO - Moored / MILCO - Moored-Confidence-Level 1"
delta,36140302,"Mine-Like Contact (MILCO) / MILCO - Moored / MILCO - Moored-Confidence-Level 2"
delta,36140303,"Mine-Like Contact (MILCO) / MILCO - Moored / MILCO - Moored-Confidence-Level 3"
delta,36140304,"Mine-Like Contact (MILCO) / MILCO - Moored / MILCO - Moored-Confidence-Level 4"
delta,36140305,"Mine-Like Contact (MILCO) / MILCO - Moored / MILCO - Moored-Confidence-Level 5"
delta,36140400,"Mine-Like Contact (MILCO) / MILCO - Floating"
delta,36140401,"Mine-Like Contact (MILCO) / MILCO - Floating / MILCO - Floating-Confidence-Level 1"
delta,36140402,"Mine-Like Contact (MILCO) / MILCO - Floating / MILCO - Floating-Confidence-Level 2"
delta,36140403,"Mine-Like Contact (MILCO) / MILCO - Floating / MILCO - Floating-Confidence-Level 3"
delta,36140404,"Mine-Like Contact (MILCO) / MILCO - Floating / MILCO - Floating-Confidence-Level 4"
delta,36140405,"Mine-Like Contact (MILCO) / MILCO - Floating / MILCO - Floating-Confidence-Level 5"
delta,36150000,"Mine-Like Echo (MILEC)-General"
delta,36150100,"Mine-Like Echo (MILEC)-General / Mine-Like Echo-Bottom"
delta,36150200,"Mine-Like Echo (MILEC)-General / Mine-Like Echo-Moored"
delta,36150300,"Mine-Like Echo (MILEC)-General / Mine-Like Echo-Floating"
delta,36160000,"Negative Reacquisition-General"
delta,36160100,"Negative Reacquisition-General / Negative Reacquisition-Bottom"
delta,36160200,"Negative Reacquisition-General / Negative Reacquisition-Moored"
delta,36160300,"Negative Reacquisition-General / Negative Reacquisition-Floating"
delta,36170000,"Obstructor"
delta,36170100,"Obstructor / Neutralized Obstructor"
delta,36180000,"General Mine Anchor"
delta,36190000,"Non-Mine Mine-Like Object (NMLO)-General"
delta,36190100,"Non-Mine Mine-Like Object (NMLO)-General / Non-Mine Mine-Like Object-Bottom"
delta,36190200,"Non-Mine Mine-Like Object (NMLO)-General / Non-Mine Mine-Like Object-Moored"
delta,36190300,"Non-Mine Mine-Like Object (NMLO)-General / Non-Mine Mine-Like Object-Floating"
delta,36200000,"Environmental Report Location"
delta,36210000,"Dive Report Location"
delta,46110000,"Ice Systems"
delta,46110100,"Ice Systems / Icebergs"
delta,46110101,"Ice Systems / Icebergs / Many Icebergs"
delta,46110102,"Ice Systems / Icebergs / Belts and Strips"
delta,46110103,"Ice Systems / Icebergs / General"
delta,46110104,"Ice Systems / Icebergs / Many Icebergs - General"
delta,46110105,"Ice Systems / Icebergs / Bergy Bit"
delta,46110106,"Ice Systems / Icebergs / Many Bergy Bits"
delta,46110107,"Ice Systems / Icebergs / Growler"
delta,46110108,"Ice Systems / Icebergs / Many Growlers"
delta,46110109,"Ice Systems / Icebergs / Floeberg"
delta,46110110,"Ice Systems / Icebergs / Ice Island"
delta,46110200,"Ice Systems / Ice Concentration"
delta,46110201,"Ice Systems / Ice Concentration / Bergy Water"
delta,46110202,"Ice Systems / Ice Concentration / Water with Radar Targets"
delta,46110203,"Ice Systems / Ice Concentration / Ice Free"
delta,46110300,"Ice Systems / Dynamic Processes"
delta,46110301,"Ice Systems / Dynamic Processes / Convergence"
delta,46110302,"Ice Systems / Dynamic Processes / Divergence"
delta,46110303,"Ice Systems / Dynamic Processes / Shearing or Shear Zone"
delta,46110304,"Ice Systems / Dynamic Processes / Ice Drift (Direction)"
delta,46110400,"Ice Systems / Sea Ice"
delta,46110401,"Ice Systems / Sea Ice / Ice Thickness (Observed)"
delta,46110402,"Ice Systems / Sea Ice / Ice Thickness (Estimated)"
delta,46110403,"Ice Systems / Sea Ice / Melt Puddles or Flooded Ice"
delta,46110500,"Ice Systems / Limits"
delta,46110501,"Ice Systems / Limits / Limits of Visual Observation"
delta,46110502,"Ice Systems / Limits / Limits of Under Cast"
delta,46110503,"Ice Systems / Limits / Limits of Radar Observation"
delta,46110504,"Ice Systems / Limits / Observed Ice Edge or Boundary"
delta,46110505,"Ice Systems / Limits / Estimated Ice Edge or Boundary"
delta,46110506,"Ice Systems / Limits / Ice Edge or Boundary From Radar"
delta,46110600,"Ice Systems / Openings in the Ice"
delta,46110601,"Ice Systems / Openings in the Ice / Cracks"
delta,46110602,"Ice Systems / Openings in the Ice / Cracks at a Specific Location"
delta,46110603,"Ice Systems / Openings in the Ice / Lead"
delta,46110604,"Ice Systems / Openings in the Ice / Frozen Lead"
delta,46110700,"Ice Systems / Snow Cover"
delta,46110701,"Ice Systems / Snow Cover / Sastrugi (with Orientation)"
delta,46110800,"Ice Systems / Topographical Features"
delta,46110801,"Ice Systems / Topographical Features / Ridges or Hummocks"
delta,46110802,"Ice Systems / Topographical Features / Rafting"
delta,46110803,"Ice Systems / Topographical Features / Jammed Brash Barrier"
delta,46120000,"Hydrography"
delta,46120100,"Hydrography / Depth"
delta,46120101,"Hydrography / Depth / Soundings"
delta,46120102,"Hydrography / Depth / Depth Curve"
delta,46120103,"Hydrography / Depth / Depth Contour"
delta,46120104,"Hydrography / Depth / Depth Area"
delta,46120200,"Hydrography / Coastal Hydrography"
delta,46120201,"Hydrography / Coastal Hydrography / Coastline"
delta,46120202,"Hydrography / Coastal Hydrography / Island"
delta,46120203,"Hydrography / Coastal Hydrography / Beach"
delta,46120204,"Hydrography / Coastal Hydrography / Water"
delta,46120205,"Hydrography / Coastal Hydrography / Foreshore - Line"
delta,46120206,"Hydrography / Coastal Hydrography / Foreshore - Area"
delta,46120300,"Hydrography / Ports and Harbors"
delta,46120301,"Hydrography / Ports and Harbors / Ports"
delta,46120302,"Hydrography / Ports and Harbors / Berths (Onshore)"
delta,46120303,"Hydrography / Ports and Harbors / Berths (Anchor)"
delta,46120304,"Hydrography / Ports and Harbors / Anchorage - Point"
delta,46120305,"Hydrography / Ports and Harbors / Anchorage - Line"
delta,46120306,"Hydrography / Ports and Harbors / Anchorage - Area"
delta,46120307,"Hydrography / Ports and Harbors / Call in Point"
delta,46120308,"Hydrography / Ports and Harbors / Pier/Wharf/Quay"
delta,46120309,"Hydrography / Ports and Harbors / Fishing Harbor - Point"
delta,46120310,"Hydrography / Ports and Harbors / Fish Weirs - Point"
delta,46120311,"Hydrography / Ports and Harbors / Fish Stakes - Point"
delta,46120312,"Hydrography / Ports and Harbors / Fish Traps - Area"
delta,46120313,"Hydrography / Ports and Harbors / Facilities"
delta,46120314,"Hydrography / Ports and Harbors / Drydock"
delta,46120315,"Hydrography / Ports and Harbors / Landing Place"
delta,46120316,"Hydrography / Ports and Harbors / Offshore Loading Facility - Point"
delta,46120317,"Hydrography / Ports and Harbors / Offshore Loading Facility - Line"
delta,46120318,"Hydrography / Ports and Harbors / Offshore Loading Facility - Area"
delta,46120319,"Hydrography / Ports and Harbors / Ramp - Above Water"
delta,46120320,"Hydrography / Ports and Harbors / Ramp - Below Water"
delta,46120321,"Hydrography / Ports and Harbors / Landing Ring"
delta,46120322,"Hydrography / Ports and Harbors / Ferry Crossing"
delta,46120323,"Hydrography / Ports and Harbors / Cable Ferry Crossing"
delta,46120324,"Hydrography / Ports and Harbors / Dolphin"
delta,46120325,"Hydrography / Ports and Harbors / Shoreline Protection"
delta,46120326,"Hydrography / Ports and Harbors / Breakwater/Groin/Jetty - Above Water"
delta,46120327,"Hydrography / Ports and Harbors / Breakwater/Groin/Jetty - Below Water"
delta,46120328,"Hydrography / Ports and Harbors / Seawall"
delta,46120400,"Hydrography / Aids to Navigation"
delta,46120401,"Hydrography / Aids to Navigation / Beacon"
delta,46120402,"Hydrography / Aids to Navigation / Buoy Default"
delta,46120403,"Hydrography / Aids to Navigation / Marker"
delta,46120404,"Hydrography / Aids to Navigation / Perches/Stakes - Point"
delta,46120405,"Hydrography / Aids to Navigation / Perches/Stakes - Area"
delta,46120406,"Hydrography / Aids to Navigation / Light"
delta,46120407,"Hydrography / Aids to Navigation / Leading Line"
delta,46120408,"Hydrography / Aids to Navigation / Light Vessel/Light Ship"
delta,46120409,"Hydrography / Aids to Navigation / Lighthouse"
delta,46120500,"Hydrography / Dangers/Hazards"
delta,46120501,"Hydrography / Dangers/Hazards / Rock Submerged"
delta,46120502,"Hydrography / Dangers/Hazards / Rock Awashed"
delta,46120503,"Hydrography / Dangers/Hazards / Underwater Danger/Hazard"
delta,46120504,"Hydrography / Dangers/Hazards / Foul Ground - Point"
delta,46120505,"Hydrography / Dangers/Hazards / Foul Ground - Area"
delta,46120506,"Hydrography / Dangers/Hazards / Kelp/Seaweed - Point"
delta,46120507,"Hydrography / Dangers/Hazards / Kelp/Seaweed - Area"
delta,46120508,"Hydrography / Dangers/Hazards / Snags/Stumps"
delta,46120509,"Hydrography / Dangers/Hazards / Wreck (Uncovers)"
delta,46120510,"Hydrography / Dangers/Hazards / Wreck (Submerged)"
delta,46120511,"Hydrography / Dangers/Hazards / Breakers"
delta,46120512,"Hydrography / Dangers/Hazards / Reef"
delta,46120513,"Hydrography / Dangers/Hazards / Eddies/Overfalls/Tide Rips"
delta,46120514,"Hydrography / Dangers/Hazards / Discolored Water"
delta,46120600,"Hydrography / Bottom Features"
delta,46120601,"Hydrography / Bottom Features / Bottom Characteristics - Sand"
delta,46120602,"Hydrography / Bottom Features / Bottom Characteristics - Mud"
delta,46120603,"Hydrography / Bottom Features / Bottom Characteristics - Clay"
delta,46120604,"Hydrography / Bottom Features / Bottom Characteristics - Silt"
delta,46120605,"Hydrography / Bottom Features / Bottom Characteristics - Stones"
delta,46120606,"Hydrography / Bottom Features / Bottom Characteristics - Gravel"
delta,46120607,"Hydrography / Bottom Features / Bottom Characteristics - Pebbles"
delta,46120608,"Hydrography / Bottom Features / Bottom Characteristics - Cobbles"
delta,46120609,"Hydrography / Bottom Features / Bottom Characteristics - Rock"
delta,46120610,"Hydrography / Bottom Features / Bottom Characteristics - Coral"
delta,46120611,"Hydrography / Bottom Features / Bottom Characteristics - Shell"
delta,46120612,"Hydrography / Bottom Features / Qualifying Terms - Fine"
delta,46120613,"Hydrography / Bottom Features / Qualifying Terms - Medium"
delta,46120614,"Hydrography / Bottom Features / Qualifying Terms - Coarse"
delta,46120700,"Hydrography / Tide and Current"
delta,46120701,"Hydrography / Tide and Current / Water Turbulence"
delta,46120702,"Hydrography / Tide and Current / Current Flow - Ebb"
delta,46120703,"Hydrography / Tide and Current / Current Flow - Flood"
delta,46120704,"Hydrography / Tide and Current / Tide Data Point"
delta,46120705,"Hydrography / Tide and Current / Tide Gauge"
delta,46130000,"Oceanography"
delta,46130100,"Oceanography / Bioluminescence"
delta,46130101,"Oceanography / Bioluminescence / Visual Detection Ratio (VDR) Level 1-2"
delta,46130102,"Oceanography / Bioluminescence / VDR Level 2-3"
delta,46130103,"Oceanography / Bioluminescence / VDR Level 3-4"
delta,46130104,"Oceanography / Bioluminescence / VDR Level 4-5"
delta,46130105,"Oceanography / Bioluminescence / VDR Level 5-6"
delta,46130106,"Oceanography / Bioluminescence / VDR Level 6-7"
delta,46130107,"Oceanography / Bioluminescence / VDR Level 7-8"
delta,46130108,"Oceanography / Bioluminescence / VDR Level 8-9"
delta,46130109,"Oceanography / Bioluminescence / VDR Level 9-10"
delta,46130200,"Oceanography / Beach Slope"
delta,46130201,"Oceanography / Beach Slope / Flat"
delta,46130202,"Oceanography / Beach Slope / Gentle"
delta,46130203,"Oceanography / Beach Slope / Moderate"
delta,46130204,"Oceanography / Beach Slope / Steep"
delta,46140000,"Geophysics/Acoustics"
delta,46140100,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors"
delta,46140101,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Solid Rock"
delta,46140102,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Clay"
delta,46140103,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Very Coarse Sand"
